Name,Latitude,Longitude,Branch,Type
Great Falls Iap,43.64482682,-70.24730279,Other,other
St Louis Afs,40.979557,-80.32436647,Other,other
Ng Macon Ts,40.43861504,-78.41469737,Other,other
Ng Bethany Beach Ts,40.44378667,-78.41443767,Other,other
Ng River Road Training Site,41.793947,-80.04950888,Other,other
Cheyenne Mountain Afs,40.21404743,-75.42808638,Other,other
Pillar Point Afs,44.02861592,-121.1277468,Other,other
Nb San Diego National City,44.71641903,-123.2669653,Other,other
Naval Base San Diego Mission Gorge,46.84735166,-92.17297684,Other,other
Nb San Diego Dryside,46.83363583,-92.159062,Other,other
Nb Point Loma Spawars South,43.99704014,-92.43094279,Other,other
Orchard Range Ts Boise,38.96015084,-95.6826721,Other,other
Ng Sparta Armory,39.01960112,-95.68348988,Other,other
Ramey Af Solar Observatory Research Site,38.17763755,-85.7221908,Other,other
Jackson County Army Guard,38.33663341,-77.0329018,Navy,naval
Detroit Arsenal,38.30475888,-77.04997159,Navy,naval
Cape San Blas Tracking Annex D-3,43.00219158,-87.88816584,Other,other
Jonathan Dickinson Tracking Annex,39.85095614,-83.83819886,Other,other
Malabar Transmitter Annex,39.30349383,-86.02748147,Other,other
Nas Key West Fleming Key Magazine,39.33591867,-76.13088356,Other,other
Nas Key West Dredgers Key-Sigsbee,33.70007419,-89.6910195,Other,other
Nas Key West Peary Court,43.06030567,-86.23857433,Other,other
Nas Key West Trumbo Point Annex,29.9674094,-90.002062,Other,other
Nas Whiting Field Milton,31.37520639,-92.39124905,Other,other
Marysville,35.20402512,-111.8491034,Other,other
Ng Bremerton,57.05381734,-135.3649408,Air Force,air
Nas Oceana Nexcom Headquarters,37.03488698,-113.5486776,Other,other
Cannon AFB Site 2,47.47690517,-111.3621118,Other,other
Ng Las Cruces,38.591567,-90.20809373,Other,other
Ng Rio Rancho Ts,39.6485592,-92.50540963,Other,other
National Guard Santa Fe-O̱ate Complex Training Site,39.66967351,-92.52688188,Other,other
4th Mardiv Brooklyn,39.64968344,-92.52218404,Other,other
Cumming Army Guard,39.70226863,-92.49141962,Other,other
Ng Oglethorpe Armory,38.5473871,-75.06216432,Other,other
National Guard Atlanta-Confederate Avenue,39.63280449,-75.60458831,Other,other
Ng Macon Rti,38.74115582,-104.8414216,Other,other
Savannah/hilton Head Iap,37.49934358,-122.4981086,Other,other
Lincoln Map,32.67187238,-117.113502,Other,other
Ng Grand Island Aasf/rc,32.80434664,-117.0955022,Navy,naval
Ng Mead Ts/fms 06/utes,32.68549158,-117.1202174,Other,other
McRc Syracuse,32.6671849,-117.2417205,Other,other
Ng Youngstown Ts,43.22791118,-116.1148044,Other,other
Nuwc Fishers Island,38.15791578,-89.72808941,Other,other
Ft Benning,18.5093491,-67.0993373,Research,research
Tumon,38.89833671,-81.83999224,Army,army
Isabela N00207 Ab,42.4970993,-83.04295778,Army,army
Ft Adams,29.68114658,-85.34737288,Other,other
Navpro Pittsfield,26.98301689,-80.10848856,Other,other
Barnes Municipal Airport (Air Force National Guard),28.02088319,-80.67553342,Research,research
Naval Station Mayport,24.58104251,-81.7970945,Navy,naval
Avon Park Air Force Range,24.5787677,-81.77421788,Navy,naval
Ng Buckeye,24.56084197,-81.79278841,Navy,naval
Navobssta Flagstaff,24.56433553,-81.79053927,Navy,naval
Hector Iap,30.6879162,-87.0331048,Navy,naval
Bratenahl,30.7220538,-87.0038582,Navy,naval
Ng Beightler Armory,30.74333209,-87.01595745,Navy,naval
Ng Rosemount Armory,48.12319752,-122.1720475,Other,other
Ng St Cloud Armory,47.55441783,-122.6799808,Other,other
Ng Bog Brook Riley Ts,36.84381233,-76.08453513,Navy,naval
Nas Portsmouth Redington Township,34.40887805,-103.3288987,Air Force,air
Dandan,32.27460579,-106.9355659,Other,other
Ft Jackson,35.37417945,-106.6526143,Other,other
Naval Bombing Range Boardman,35.57233256,-106.0801017,Other,other
Coast Guard Station Boothbay Harbor,40.58078122,-73.88278576,Other,other
4th Mardiv Jacksonville Maint,34.22507588,-84.11333525,Army,army
Tonopah Afs,33.61758097,-84.31025613,Other,other
Atlantic City Iap,33.72157532,-84.35917039,Other,other
Ng Lawrenceville,32.86137811,-83.606405,Other,other
Naval Hospital Beaufort,32.12660958,-81.19009755,Other,other
Marine Corps Air Station Beaufort,40.84009853,-96.75345252,Other,other
Naval Weapons Station Charleston,40.96138622,-98.29947744,Other,other
Ng Raleigh,41.19353801,-96.43870407,Other,other
Mta Camp Butner,43.10030704,-76.12134909,Other,other
Ng Camp Sherman Ts,43.23492703,-78.97130992,Other,other
Ng Rickenbacker (Mta),41.25624489,-72.00271868,Other,other
Tinker Support Annex,32.38748645,-84.8276985,Other,other
Tulsa Iap,13.50958244,144.8110022,Other,other
Cape Cod As,13.51004576,144.8095759,Other,other
Coast Guard Station Hatteras Inlet,18.46433861,-67.06742868,Other,other
Coast Guard Station New Haven,41.47551413,-71.33974163,Other,other
Bradley Iap,42.46211529,-73.20290749,Other,other
Naval Air Station Meridian,42.17093323,-72.71726155,Other,other
Maneuver Training Area Fort William Henry Harrison,30.38498532,-81.42554854,Navy,naval
Defense Distribution Depot Susquehanna,27.61129133,-81.2601896,Air Force,air
Ng Saginaw,33.46368526,-112.5981403,Other,other
Coast Guard Station Ludington,35.19071095,-111.741931,Other,other
Ft Chaffee Maneuver Training Center,46.91402327,-96.80549533,Other,other
Pittsburgh Iap (Ang),41.54259531,-81.6259112,Other,other
Gulfport-Biloxi Regional Airport Air National Guard,40.08987259,-83.06758559,Other,other
Ng Gulfport Avcrad,37.73238738,-92.03351124,Other,other
Woolmarket (de Soto),44.74796561,-93.12744461,Other,other
Kelly AFB (Jbsa-Port Annex),45.56483886,-94.17772697,Other,other
Kelly Field Annex,44.39916499,-70.93547637,Other,other
Grissom Arb,44.98978165,-70.45974031,Navy,naval
Joint Base Lewis-Mcchord,44.96665079,-70.41565326,Navy,naval
Ng Fort Ruger,13.31034738,144.7360483,Other,other
Ng Kalaeloa,34.03491427,-80.84782802,Other,other
McB Hawaii Pearl City Annex,45.70289806,-119.6646606,Navy,naval
Pearl City,43.84347171,-69.64154236,Other,other
Ewa,30.40608117,-81.62152807,Other,other
Bayview Idaho,38.14164686,-117.1993826,Other,other
Ft Greely,39.45778726,-74.58963047,Other,other
Naval Air Station Corpus Christi (Alf Cabaniss),39.44479652,-74.5809083,Other,other
Naval Air Station Corpus Christi (Alf Waldron),40.26939306,-74.74411528,Other,other
Coast Guard Station Port Huron,32.38879475,-80.68041453,Navy,naval
Ft Campbell,32.47108223,-80.70689905,Air Force,air
Ft Custer Training Center,32.51155487,-80.72124919,Air Force,air
Naval Air Station Joint Reserve Base New Orleans,32.94924511,-79.92376032,Navy,naval
Utah Air National Guard,35.80903355,-78.71259863,Other,other
Defense Supply Center Columbus,36.1943739,-78.80515978,Other,other
Ft McClellan Air National Guard Training Center,39.35461897,-82.95859078,Other,other
Naval Medical Center Portsmouth,39.80526335,-82.95266058,Other,other
Coast Guard Station Elizabeth City,35.4043444,-97.3608021,Other,other
Naval Outlying Landing Field Evergreen,36.21784732,-95.87522859,Other,other
Coast Guard Station Galveston,41.75299345,-70.53861845,Other,other
Coast Guard Training Center Petaluma,35.20864099,-75.70475975,Other,other
Coast Guard Station Oswego,41.2726445,-72.90371141,Other,other
Naval Air Station Fallon,41.93502864,-72.70214617,Other,other
Naval Air Station Fallon (Target B-20),32.5456219,-88.57587282,Air Force,air
Naval Air Station Fallon (Target B-19),46.62858291,-112.142134,Army,army
Naval Air Station Fallon (Target B-16),40.2100615,-76.84012857,Army,army
Naval Air Station Fallon (Target B-17),32.85779045,-97.34893281,Other,other
Coast Guard Station Atlantic City,43.95279858,-86.45950513,Other,other
Ft Lee,35.3546135,-94.27098881,Other,other
Naval Weapons Station Earle,40.47813936,-80.2161394,Other,other
Coast Guard Station Sandy Hook,30.41033128,-89.05815569,Air Force,air
Naval Outlying Field Coupeville,30.41737378,-89.06260891,Other,other
Coast Guard Station Grays Harbor,30.53373492,-88.96716629,Other,other
Coast Guard Station Humboldt Bay,29.37817969,-98.54792163,Air Force,air
Coast Guard Air Station Humboldt Bay,29.38818925,-98.56389121,Air Force,air
Cp San Luis Obispo,29.36235358,-98.5806712,Air Force,air
Maneuver Training Center-Heavy Camp Roberts,29.38478714,-98.58941114,Other,other
Defense Supply Center Philadelphia,40.6557649,-86.14925029,Other,other
Naval Research Lab Chesapeake Bay Detachment,47.05426463,-122.575983,Joint,joint
Cp Smith,21.2646398,-157.8029697,Army,army
Coast Guard Station Southwest Harbor,21.26144068,-157.7953842,Army,army
Coast Guard Station Grangeville,21.32019909,-158.0631872,Other,other
Cp Swift,21.38363818,-157.9715801,Marine Corps,marine
Cp Johnson,21.38057574,-157.9744138,Other,other
Wappapello Training Site,21.33853791,-157.9916976,Other,other
Marine Corps Mountain Warfare Training Center Bridgeport,47.97812053,-116.5608768,Other,other
Volunteer Training Site Catoosa,63.97328444,-145.711933,Other,other
Portsmouth Naval Shipyard (Navy Housing),63.97909079,-145.7215315,Other,other
Maxwell Air Force Base (Gunter Annex),63.98683018,-145.7238633,Other,other
Coast Guard Station Kenosha,63.9598605,-145.747662,Other,other
Coast Guard Station Cape May,63.98364773,-145.7162,Other,other
Coast Guard Training Center Cape May,27.7022111,-97.43971515,Air Force,air
Naval Weapons Station Seal Beach (Concord Detachment),27.62988449,-97.30878432,Air Force,air
Naval Air Station and Joint Reserve Base Fort Worth,43.0054065,-82.42308158,Other,other
Naval Air Engineering Station Lakehurst,36.62523178,-87.61997766,Other,other
Coast Guard Station Jupiter Inlet,42.30607459,-85.31597601,Other,other
Naval Outlying Landing Field Santa Rosa,29.83532848,-90.02117314,Air Force,air
Naval Station Everett,40.78754457,-111.9550405,Air Force,air
Naval Outlying Landing Field Brewton,39.9794041,-82.89804903,Other,other
Naval Station Great Lakes,33.73063703,-85.79008993,Air Force,air
Coast Guard Station Jonesport,36.84704514,-76.30624311,Navy,naval
Saylor Creek Range,36.26206823,-76.17398807,Other,other
Coast Guard Station Lorain,31.41714933,-87.04414893,Navy,naval
Cp Beauregard,29.33512036,-94.76798677,Other,other
Ft Wolters,38.25193676,-122.7875999,Other,other
Ft Hood,43.46320527,-76.51611466,Other,other
Dugway Proving Ground,39.43334475,-118.7079777,Air Force,air
Cp Mabry,39.93222956,-118.3737633,Air Force,air
Naval Undersea Warfare Center Keyport,39.1691174,-118.6826185,Air Force,air
Cp Wesley Harris,39.36339279,-118.887122,Air Force,air
Cp Maxey,39.23528023,-118.2653198,Air Force,air
Maneuver Training Area Camp Shelby,39.37908225,-74.42339104,Other,other
Coast Guard Station Marquette,37.25311671,-77.33274824,Other,other
Coast Guard Station Eatons Neck,40.2576826,-74.15562925,Navy,naval
Naval Air Station Pensacola,40.46971081,-74.00789406,Other,other
Naval Air Station Pensacola (Outlying Field Bronson),48.19105819,-122.6319635,Navy,naval
Naval Air Station Pensacola (Outlying Field Saufley),46.904091,-124.1050613,Other,other
Naval Air Station Pensacola (Corry Station),40.76638484,-124.2214871,Other,other
Cp Ravenna Joint Military Training Center,40.97693424,-124.1146147,Air Force,air
Shade Tree Range,35.33080347,-120.7113548,Other,other
Marine Corps Logistics Base Barstow Yermo Annex,35.75605409,-120.7958635,Other,other
Marine Corps Air Ground Combat Center Twentynine Palms,30.70078511,-87.0207528,Navy,naval
Naval Base Ventura County (Construction Batallion Center Port Hueneme),40.04135721,-75.09489002,Other,other
Naval Information Operations Command Sugar Grove,38.65920134,-76.53289795,Navy,naval
Coast Guard Station Seattle,41.30888922,-73.95146867,Other,other
Headquarters Marine Corps,44.27517766,-68.31241322,Other,other
Marine Corps Base Camp Pendleton,30.72465849,-90.82491121,Other,other
Adelphi Laboratory,30.26806509,-97.2923544,Other,other
Marine Corps Air Station Camp Pendleton,44.50701451,-73.16272633,Other,other
Naval Air Station North Island,36.89495638,-90.27875971,Other,other
Marine Corps Air Station Miramar,38.36566009,-119.577639,Marine Corps,marine
Naval Medical Center San Diego,34.92617562,-85.06082138,Other,other
Naval Station San Diego,43.09160468,-70.72528343,Navy,naval
Defense Supply Center Richmond,32.40872984,-86.24520507,Air Force,air
Cp Murray,42.58969915,-87.816496,Other,other
Canyon Lake Recreation Annex,38.95018642,-74.85999162,Other,other
White Sands Missile Range,38.94491347,-74.88242843,Other,other
Walter Reed Army Medical Center (Forest Glen Annex),37.99411203,-121.9962894,Navy,naval
National Naval Medical Center Bethesda,32.7746188,-97.43146621,Air Force,air
Naval Surface Warfare Center Carderock,40.02426459,-74.3542545,Air Force,air
Naval Outlying Field Barin,27.03813309,-80.1150167,Other,other
Naval Outlying Landing Field Wolf,30.60893905,-86.93736878,Navy,naval
Naval Outlying Landing Field Summerdale,47.98886901,-122.2214293,Navy,naval
Naval Outlying Landing Field Silverhill,31.04735445,-87.0618024,Navy,naval
Picatinny Arsenal,42.31460874,-87.83174857,Navy,naval
Cp Clark,44.52774237,-67.61609098,Other,other
Coast Guard Station Moriches,42.72254631,-115.5518263,Other,other
Coast Guard Station Shinnecock,41.470802,-82.17717985,Other,other
Coast Guard Station Montauk,31.42532468,-92.28757289,Other,other
Ft McArthur Family Housing Annex,32.86186035,-98.03165266,Other,other
Naval Research Lab,31.21753895,-97.70884634,Other,other
Naval Support Activity Washington,40.10934114,-113.0889491,Other,other
Ft Hunter Liggett,30.31666305,-97.7595811,Other,other
Naval Post-Graduate School (Monterey),47.69877748,-122.6198369,Navy,naval
United States Naval Observatory,47.6061798,-122.7352667,Other,other
Ft Lesley J McNair,33.7947019,-95.56923799,Other,other
Presidio of Monterey,31.07271721,-89.00291846,Other,other
Maneuver Traing Area Camp Crowder Neosho,46.54676237,-87.3769588,Other,other
Coast Guard Station Indian River Inlet,40.95429513,-73.39677387,Other,other
Donnelly Training Area,30.35471273,-87.3010986,Air Force,air
Naval Support Activity Norfolk,30.38358639,-87.42066378,Air Force,air
Marine Corps Air Station Yuma,30.46489181,-87.34744452,Air Force,air
Barry Goldwater Range,30.40275555,-87.28822854,Air Force,air
Naval Support Activity Northwest Annex-Chesapeake,41.19649034,-81.06404606,Other,other
Saint Julien's Creek Annex,32.95116673,-115.751595,Other,other
Alf Fentress Chesapeake,34.88852085,-116.8699646,Marine Corps,marine
Andersen Communications Annex 2,34.38649228,-116.1649274,Air Force,air
Naval Computer and Telecommunications Station Barrigada,34.15754421,-119.2104282,Navy,naval
Andersen Administration Annex,38.52525568,-79.28098472,Navy,naval
Ordnance Annex Guam,47.58917582,-122.3413506,Other,other
Naval Hospital Guam,38.86864116,-77.07325591,Marine Corps,marine
Ft Story,33.35417262,-117.3908727,Marine Corps,marine
Naval Amphibious Base Little Creek,39.03267581,-76.9598055,Research,research
Naval Air Station Oceana (Dam Neck Annex),33.30067545,-117.3508497,Air Force,air
Coast Guard Station San Juan,32.69425147,-117.2036621,Air Force,air
Ft Allen,32.87375704,-117.1007018,Air Force,air
Cp Withycombe,32.72525729,-117.1455972,Navy,naval
Ft Myer,32.67574653,-117.1229049,Navy,naval
Birch Lake Recreation Annex,37.42037948,-77.44576775,Other,other
Naval Base Point Loma,47.11742084,-122.5694378,Other,other
Naval Base Point Loma (Old Town Campus),29.88218256,-98.21958421,Other,other
Coast Guard Station Cape Canaveral,29.88868398,-98.21862583,Other,other
Naval Air Station Jacksonville (Outlying Field Whitehouse),33.90106149,-106.2747676,Other,other
Coast Guard Station Yaquina Bay,33.9014552,-106.4268875,Other,other
Olf Atlantic,33.847525,-106.555813,Other,other
Selfridge Army Garrison,39.00848387,-77.05465236,Army,army
Coast Guard Station Crisfield,39.00062006,-77.09072694,Navy,naval
Coast Guard Station Oakland,38.97478523,-77.19186102,Navy,naval
Coast Guard Station Cape Disappointment,30.39136937,-87.63470736,Navy,naval
Cp Seven Mile,30.34402802,-87.5410538,Navy,naval
Pinecastle Ew Range,30.51057346,-87.64851392,Navy,naval
Cp H M Smith,30.56171132,-87.80866806,Navy,naval
Rock Island Arsenal,40.94836769,-74.55162707,Army,army
Coast Guard Station Charleston,37.82115004,-94.28929278,Other,other
Utah Test and Training Range North,40.79007642,-72.74855939,Other,other
Cp Guernsey,40.8490529,-72.50299935,Other,other
Marine Corps Support Facility Blount Island,41.0686552,-71.93422135,Other,other
Flc Fuel Depot Heckscher,33.72009386,-118.3116001,Other,other
Utah Test and Training Range,33.71774084,-118.285352,Other,other
Naval Outlying Landing Field Spencer,38.82346566,-77.0223939,Navy,naval
Naval Outlying Landing Field Holley,38.87317756,-76.99450315,Navy,naval
Naval Ship Parts Control Center Mechanicsburg,35.90443743,-121.2824095,Other,other
Coast Guard Station Portsmouth,36.59776424,-121.8719782,Navy,naval
Naval Magazine Indian Island,38.92251164,-77.06669205,Navy,naval
United States Army Joint Systems Manufacturing Center Lima,38.86540862,-77.01672955,Other,other
Dare County Range,36.60483984,-121.9078265,Other,other
Naval Submarine Base New London,36.80325012,-94.35657114,Other,other
Dixie Target Range,39.08184338,-76.76447454,Other,other
Alf Orange,30.40808416,-89.06109287,Air Force,air
Naval Outlying Field Bravo,38.6100472,-75.06802113,Other,other
Naval Base San Diego (Broadway Complex),63.95212789,-146.5193672,Other,other
Amphibious Base Coronado East,36.92309189,-76.30555769,Navy,naval
Marine Corps Air Station Cherry Point (Outlying Field Oak Grove),32.64497966,-114.6052203,Air Force,air
Cp Ashland,32.51810277,-114.1545762,Other,other
Cp Villere,36.56867201,-76.25674288,Navy,naval
Cp Dawson,36.78850134,-76.31320343,Other,other
Naval Air Facility el Centro,36.69278982,-76.13289901,Other,other
Little Mountain Test Annex,13.4526959,144.8115753,Other,other
Allegany Ballistics Lab,13.47672893,144.8259499,Navy,naval
Nimitz Hill,13.51025548,144.8629133,Other,other
Navy Base Guam Harmon,13.36978711,144.6917514,Other,other
Naval Air Station Brunswick,13.47350947,144.7401695,Navy,naval
Naval Air Station North Island (Cleveland National Forest Survival Training),36.92439803,-76.02245185,Other,other
Ohio Air National Guard 121st Air Refueling Wing-Rickenbacker,36.91492367,-76.17150462,Navy,naval
Hickam Petroleum Products Storage Annex,36.78041176,-75.96728865,Air Force,air
Naval Base Guam Apra Heights,32.51290664,-106.6767393,Other,other
Marine Corps Logistics Base Barstow Nebo Annex,18.46057756,-66.11748941,Other,other
Naval Weapons Station Charleston (Short Stay),18.01570311,-66.50546946,Other,other
Ft Fisher Recreation Site,45.41252202,-122.5602919,Other,other
Stewart Annex,38.87737698,-77.07932186,Other,other
Holtville Carrier Landing Site,64.31832261,-146.647354,Other,other
Naval Weapons Station Seal Beach Corona,32.69447115,-117.246119,Navy,naval
Nas Key West Truman Annex,32.7486316,-117.197341,Navy,naval
Greenlief Training Site,28.4159135,-80.62067291,Other,other
Nsa Annapolis Maryland,30.353008,-81.86359863,Air Force,air
Upper Yard Annapolis Maryland,44.62570872,-124.0570418,Other,other
Pupukea Paalaa Uka Mil Road,34.88876917,-76.34716985,Other,other
Defense Fuel Support Point San Pedro,42.61532288,-82.81928599,Army,army
Naval Support Detachment Monterey Magna Utah,37.97530493,-75.85769164,Other,other
Naval Support Detachment Monterey Dixon Transmitter,37.78260725,-122.2497862,Other,other
Navpmossp Mountain View,46.27855019,-124.0496671,Other,other
Cp Fogarty,47.72554964,-117.5195429,Other,other
Naval Reserve Sasa Valley,29.116348,-81.71820938,Other,other
Santa Cruz Island,21.38643606,-157.9071895,Other,other
Naval Support Unit Saratoga Springs,41.51650322,-90.54305799,Army,army
Naval Support Activity Orlando,32.77425254,-79.94419888,Other,other
Naval Outlying Landing Field Choctaw,41.09674836,-112.8464866,Other,other
Gould Island,42.26018022,-104.7328165,Other,other
Stump Neck Annex,44.81072619,-84.56870163,Other,other
United States Army Field Station Kunia,30.40413965,-81.52525121,Marine Corps,marine
Waikele,30.39973413,-81.62534958,Army,army
Naval Support Activity Mid-South,40.5886906,-113.9378266,Other,other
Naval Operational Support Center Columbus,30.62489253,-87.13879227,Navy,naval
Naval Operational Support Center Denver,30.42551502,-86.89700737,Navy,naval
Lackland Training Annex (Jbsa Medina Annex),40.22917112,-76.98676453,Navy,naval
Kahuka Training Area,36.88371334,-76.35934346,Other,other
Great Lakes Camp John Paul Jones,48.04491004,-122.7234837,Navy,naval
Glenview,40.70059322,-84.13436038,Army,army
Harvey Point Defense Testing Activity,35.73025766,-75.88180541,Other,other
Andersen Petrol Product Storage Annex 2,41.39780551,-72.08791311,Navy,naval
Andersen Petrol Product Storage Annex 1,28.11474976,-98.74624784,Other,other
Coast Guard Station Tawas,27.89740311,-98.04343441,Other,other
Coast Guard Station Holland,32.79792544,-88.83159302,Navy,naval
Boles Wells Annex,32.71321512,-117.172007,Navy,naval
Yuma Proving Ground,32.66151648,-117.1591763,Other,other
Maneuver Traing Area Camp Rilea,35.01848235,-77.265119,Air Force,air
Ramstein Air Base,49.4369,7.6003,Air Force,air
Spangdahlem Air Base,49.9726,6.6925,Air Force,air
Kaiserslautern Army Depot,49.4394,7.6,Army,command
RAF Lakenheath,52.4095,0.561,Air Force,air
RAF Mildenhall,52.3616,0.4861,Air Force,air
Aviano Air Base,46.0317,12.5965,Air Force,air
Naval Air Station Sigonella,37.4032,14.9228,Navy,naval
Naval Station Rota,36.645,-6.3496,Navy,naval
Camp Bondsteel,42.3864,21.2703,Army,army
Al Udeid Air Base,25.1173,51.3142,Air Force,air
Ali Al Salem Air Base,29.3466,47.5208,Air Force,air
Camp Arifjan,29.1735,47.9585,Army,army
NSA Bahrain,26.2083,50.6118,Navy,naval
Al Dhafra Air Base,24.2486,54.5475,Air Force,air
Andersen Air Force Base,13.5841,144.9308,Air Force,air
Joint Region Marianas (Naval Base Guam),13.4443,144.6561,Navy,naval
Osan Air Base,37.0904,127.029,Air Force,air
Camp Humphreys,36.9631,127.0194,Army,army
Yokota Air Base,35.7485,139.348,Air Force,air
Misawa Air Base,40.7032,141.3713,Air Force,air
Marine Corps Air Station Iwakuni,34.1436,132.2358,Marine,air
Yokosuka Naval Base,35.2836,139.6673,Navy,naval
Camp Lemonnier,11.5474,43.1594,Navy,command
Air Base 201 Agadez,16.965,8.002,Air Force,air
Diego Garcia Naval Support Facility,-7.3133,72.411,Navy,command
